id_leitura,id_sensor,id_peca,sensor_tipo,leitura_data_hora,tempo_uso,ciclos,temperatura,vibracao,falha,risco_falha
1308,3,2,temperatura,2025-08-18 21:55:33.578802,4.7,11,54.97,2.089,0,baixo
1309,3,2,temperatura,2025-08-18 22:25:33.578802,5.11,11,60.06,2.04,0,baixo
1310,3,2,temperatura,2025-08-18 22:55:33.578802,5.52,12,60.03,2.431,0,baixo
1311,3,2,temperatura,2025-08-18 23:25:33.578802,6.16,12,58.16,1.888,0,baixo
1312,3,2,temperatura,2025-08-18 23:55:33.578802,6.69,12,60.65,2.362,0,baixo
1313,3,2,temperatura,2025-08-19 00:25:33.578802,7.65,13,62.09,2.078,0,baixo
1314,3,2,temperatura,2025-08-19 00:55:33.578802,7.95,13,63.71,1.964,0,baixo
1315,3,2,temperatura,2025-08-19 01:25:33.578802,8.93,14,64.92,2.111,0,baixo
1316,3,2,temperatura,2025-08-19 01:55:33.578802,9.31,14,64.52,2.163,0,baixo
1317,3,2,temperatura,2025-08-19 02:25:33.578802,10.13,14,63.37,2.063,0,baixo
1318,3,2,temperatura,2025-08-19 02:55:33.578802,10.6,15,67.06,2.475,0,baixo
1319,3,2,temperatura,2025-08-19 03:25:33.578802,10.92,15,66.2,2.016,0,baixo
1320,3,2,temperatura,2025-08-19 03:55:33.578802,11.8,17,62.24,2.255,0,baixo
1321,3,2,temperatura,2025-08-19 04:25:33.578802,12.25,18,68.46,2.363,0,baixo
1322,3,2,temperatura,2025-08-19 04:55:33.578802,12.98,19,66.82,2.275,0,baixo
1323,3,2,temperatura,2025-08-19 05:25:33.578802,13.63,19,67.57,2.445,0,baixo
1324,3,2,temperatura,2025-08-19 05:55:33.578802,14.21,20,68.52,2.155,0,baixo
1325,3,2,temperatura,2025-08-19 06:25:33.578802,14.81,22,65.69,2.433,0,baixo
1326,3,2,temperatura,2025-08-19 06:55:33.578802,15.59,23,68.58,2.454,0,baixo
1327,3,2,temperatura,2025-08-19 07:25:33.578802,15.86,23,67.45,2.537,0,baixo
1328,3,2,temperatura,2025-08-19 07:55:33.578802,16.6,25,66.03,1.84,0,baixo
1329,3,2,temperatura,2025-08-19 08:25:33.578802,17.51,29,67.18,2.462,0,baixo
1330,3,2,temperatura,2025-08-19 08:55:33.578802,17.76,31,63.39,2.569,0,baixo
1331,3,2,temperatura,2025-08-19 09:25:33.578802,18.07,31,65.81,2.246,0,baixo
1332,3,2,temperatura,2025-08-19 09:55:33.578802,18.84,35,65.7,2.233,0,baixo
1333,3,2,temperatura,2025-08-19 10:25:33.578802,19.39,35,64.49,2.203,0,baixo
1334,3,2,temperatura,2025-08-19 10:55:33.578802,19.92,35,64.4,2.128,0,baixo
1335,3,2,temperatura,2025-08-19 11:25:33.578802,20.23,35,64.06,2.557,0,baixo
1336,3,2,temperatura,2025-08-19 11:55:33.578802,20.83,38,60.81,2.978,0,baixo
1337,3,2,temperatura,2025-08-19 12:25:33.578802,21.13,38,61.89,2.273,0,baixo
1338,3,2,temperatura,2025-08-19 12:55:33.578802,21.71,38,58.75,2.304,0,baixo
1339,3,2,temperatura,2025-08-19 13:25:33.578802,22.53,38,56.67,2.437,0,baixo
1340,3,2,temperatura,2025-08-19 13:55:33.578802,22.93,39,56.29,2.041,0,baixo
1341,3,2,temperatura,2025-08-19 14:25:33.578802,23.52,39,56.61,2.276,0,baixo
1342,3,2,temperatura,2025-08-19 14:55:33.578802,24.51,40,57.32,2.453,0,baixo
1343,3,2,temperatura,2025-08-19 15:25:33.578802,25.26,41,54.69,2.258,0,baixo
1344,3,2,temperatura,2025-08-19 15:55:33.578802,26.13,42,52.9,2.796,0,baixo
1345,3,2,temperatura,2025-08-19 16:25:33.578802,26.66,43,56.25,2.184,0,baixo
1346,3,2,temperatura,2025-08-19 16:55:33.578802,27.48,45,50.74,2.75,0,baixo
1347,3,2,temperatura,2025-08-19 17:25:33.578802,27.71,47,51.91,2.9,0,baixo
1348,3,2,temperatura,2025-08-19 17:55:33.578802,28.01,47,54.64,2.633,0,baixo
1349,3,2,temperatura,2025-08-19 18:25:33.578802,28.37,48,56.27,2.511,0,baixo
1350,3,2,temperatura,2025-08-19 18:55:33.578802,28.89,48,54.15,2.615,0,baixo
1351,3,2,temperatura,2025-08-19 19:25:33.578802,29.77,49,54.08,2.459,0,baixo
1352,3,2,temperatura,2025-08-19 19:55:33.578802,30.25,49,53.57,2.067,0,baixo
1353,3,2,temperatura,2025-08-19 20:25:33.578802,30.97,51,55.67,2.347,0,baixo
1354,3,2,temperatura,2025-08-19 20:55:33.578802,31.74,53,55.62,2.606,0,baixo
1355,3,2,temperatura,2025-08-19 21:25:33.578802,32.41,54,54.82,2.386,0,baixo
1356,3,2,temperatura,2025-08-19 21:55:33.578802,32.89,57,56.51,2.533,0,baixo
1357,3,2,temperatura,2025-08-19 22:25:33.578802,33.56,59,56.46,2.771,0,baixo
1358,3,2,temperatura,2025-08-19 22:55:33.578802,34.03,61,59.05,2.699,0,baixo
1359,3,2,temperatura,2025-08-19 23:25:33.578802,34.3,63,60.36,2.937,0,baixo
1360,3,2,temperatura,2025-08-19 23:55:33.578802,35.29,64,64.08,2.763,0,baixo
1361,3,2,temperatura,2025-08-20 00:25:33.578802,35.59,66,61.13,2.787,0,baixo
1362,3,2,temperatura,2025-08-20 00:55:33.578802,35.85,67,62.92,2.527,0,baixo
1363,3,2,temperatura,2025-08-20 01:25:33.578802,36.75,68,66.54,2.389,0,baixo
1364,3,2,temperatura,2025-08-20 01:55:33.578802,37.19,69,68.49,2.627,0,baixo
1365,3,2,temperatura,2025-08-20 02:25:33.578802,37.91,69,67.0,2.559,0,baixo
1366,3,2,temperatura,2025-08-20 02:55:33.578802,38.38,69,66.5,2.706,0,baixo
1367,3,2,temperatura,2025-08-20 03:25:33.578802,38.89,69,66.83,2.489,0,baixo
1368,3,2,temperatura,2025-08-20 03:55:33.578802,39.3,71,64.98,2.978,0,baixo
1369,3,2,temperatura,2025-08-20 04:25:33.578802,39.77,74,67.14,2.599,0,baixo
1370,3,2,temperatura,2025-08-20 04:55:33.578802,40.3,75,69.37,2.701,0,baixo
1371,3,2,temperatura,2025-08-20 05:25:33.578802,41.08,77,69.12,2.804,0,baixo
1372,3,2,temperatura,2025-08-20 05:55:33.578802,41.69,78,70.68,3.101,0,baixo
1373,3,2,temperatura,2025-08-20 06:25:33.578802,42.64,80,69.2,3.279,0,baixo
1374,3,2,temperatura,2025-08-20 06:55:33.578802,42.88,81,68.07,3.303,0,baixo
1375,3,2,temperatura,2025-08-20 07:25:33.578802,43.48,84,69.71,2.542,0,baixo
1376,3,2,temperatura,2025-08-20 07:55:33.578802,44.15,84,73.18,2.779,0,baixo
1377,3,2,temperatura,2025-08-20 08:25:33.578802,45.08,84,67.57,2.745,0,baixo
1378,3,2,temperatura,2025-08-20 08:55:33.578802,45.32,84,67.72,2.982,0,baixo
1379,3,2,temperatura,2025-08-20 09:25:33.578802,45.98,85,68.25,2.98,0,baixo
1380,3,2,temperatura,2025-08-20 09:55:33.578802,46.86,87,64.88,2.775,0,baixo
1381,3,2,temperatura,2025-08-20 10:25:33.578802,47.26,87,67.28,2.761,0,baixo
1382,3,2,temperatura,2025-08-20 10:55:33.578802,48.16,87,61.19,2.691,0,baixo
1383,3,2,temperatura,2025-08-20 11:25:33.578802,48.37,88,62.29,2.282,0,baixo
1384,3,2,temperatura,2025-08-20 11:55:33.578802,49.16,88,61.44,2.633,0,baixo
1385,3,2,temperatura,2025-08-20 12:25:33.578802,50.11,90,61.26,3.193,0,baixo
1386,3,2,temperatura,2025-08-20 12:55:33.578802,50.83,91,56.44,3.356,0,baixo
1387,3,2,temperatura,2025-08-20 13:25:33.578802,51.38,93,61.45,3.34,0,baixo
1388,3,2,temperatura,2025-08-20 13:55:33.578802,51.62,94,58.82,3.237,0,baixo
1389,3,2,temperatura,2025-08-20 14:25:33.578802,52.56,94,59.24,2.77,0,baixo
1390,3,2,temperatura,2025-08-20 14:55:33.578802,53.13,95,59.35,2.739,0,baixo
1391,3,2,temperatura,2025-08-20 15:25:33.578802,53.36,96,54.41,2.588,0,baixo
1392,3,2,temperatura,2025-08-20 15:55:33.578802,54.11,97,50.68,2.908,0,baixo
1393,3,2,temperatura,2025-08-20 16:25:33.578802,54.69,98,56.77,3.087,0,baixo
1394,3,2,temperatura,2025-08-20 16:55:33.578802,54.99,98,53.85,2.818,0,baixo
1395,3,2,temperatura,2025-08-20 17:25:33.578802,55.36,101,52.12,3.191,0,baixo
1396,3,2,temperatura,2025-08-20 17:55:33.578802,55.61,101,55.11,3.25,0,baixo
1397,3,2,temperatura,2025-08-20 18:25:33.578802,56.27,103,58.58,2.983,0,baixo
1398,3,2,temperatura,2025-08-20 18:55:33.578802,56.97,104,54.16,2.78,0,baixo
1399,3,2,temperatura,2025-08-20 19:25:33.578802,57.58,109,56.42,3.481,0,baixo
1400,3,2,temperatura,2025-08-20 19:55:33.578802,58.43,110,53.4,3.16,0,baixo
1401,3,2,temperatura,2025-08-20 20:25:33.578802,59.32,111,52.74,3.653,0,baixo
1402,3,2,temperatura,2025-08-20 20:55:33.578802,60.01,112,58.11,3.203,0,baixo
1403,3,2,temperatura,2025-08-20 21:25:33.578802,60.22,114,58.24,3.229,0,baixo
1404,3,2,temperatura,2025-08-20 21:55:33.578802,60.98,115,57.3,2.961,0,baixo
1405,3,2,temperatura,2025-08-20 22:25:33.578802,61.51,116,62.16,3.107,0,baixo
1406,3,2,temperatura,2025-08-20 22:55:33.578802,62.16,117,56.92,2.835,0,baixo
1407,3,2,temperatura,2025-08-20 23:25:33.578802,62.88,117,58.92,2.9,0,baixo
1408,3,2,temperatura,2025-08-20 23:55:33.578802,63.36,118,61.22,3.431,0,baixo
1409,3,2,temperatura,2025-08-21 00:25:33.578802,64.3,119,62.63,3.191,0,baixo
1410,3,2,temperatura,2025-08-21 00:55:33.578802,64.61,120,66.96,3.163,0,baixo
1411,3,2,temperatura,2025-08-21 01:25:33.578802,65.34,121,65.43,3.098,0,baixo
1412,3,2,temperatura,2025-08-21 01:55:33.578802,65.55,122,65.95,3.192,0,baixo
1413,3,2,temperatura,2025-08-21 02:25:33.578802,66.49,124,64.94,3.591,0,medio
1414,3,2,temperatura,2025-08-21 02:55:33.578802,66.78,124,69.99,3.348,0,medio
1415,3,2,temperatura,2025-08-21 03:25:33.578802,67.05,124,66.7,3.021,0,baixo
1416,3,2,temperatura,2025-08-21 03:55:33.578802,67.52,124,67.07,3.58,0,medio
1417,3,2,temperatura,2025-08-21 04:25:33.578802,68.02,124,69.14,3.762,0,medio
1418,3,2,temperatura,2025-08-21 04:55:33.578802,68.39,124,70.52,3.459,0,medio
1419,3,2,temperatura,2025-08-21 05:25:33.578802,69.06,125,69.18,3.571,0,medio
1420,3,2,temperatura,2025-08-21 05:55:33.578802,69.61,126,71.86,3.664,0,medio
1421,3,2,temperatura,2025-08-21 06:25:33.578802,69.84,128,70.05,2.953,0,medio
1422,3,2,temperatura,2025-08-21 06:55:33.578802,70.29,128,72.29,3.84,0,medio
1423,3,2,temperatura,2025-08-21 07:25:33.578802,71.14,128,71.01,3.662,0,medio
1424,3,2,temperatura,2025-08-21 07:55:33.578802,71.89,128,72.91,3.521,0,medio
1425,3,2,temperatura,2025-08-21 08:25:33.578802,72.67,129,68.35,3.381,0,medio
1426,3,2,temperatura,2025-08-21 08:55:33.578802,73.43,129,70.02,3.09,0,medio
1427,3,2,temperatura,2025-08-21 09:25:33.578802,73.88,129,64.52,3.348,0,medio
1428,3,2,temperatura,2025-08-21 09:55:33.578802,74.16,131,72.1,3.552,0,medio
1429,3,2,temperatura,2025-08-21 10:25:33.578802,74.58,132,67.42,3.173,0,medio
1430,3,2,temperatura,2025-08-21 10:55:33.578802,75.44,132,64.5,3.444,0,medio
1431,3,2,temperatura,2025-08-21 11:25:33.578802,76.43,133,63.58,3.183,0,medio
1432,3,2,temperatura,2025-08-21 11:55:33.578802,77.02,134,62.58,3.394,0,medio
1433,3,2,temperatura,2025-08-21 12:25:33.578802,77.23,135,65.3,3.158,0,medio
1434,3,2,temperatura,2025-08-21 12:55:33.578802,77.54,136,62.59,3.139,0,medio
1435,3,2,temperatura,2025-08-21 13:25:33.578802,78.0,137,59.19,3.598,0,medio
1436,3,2,temperatura,2025-08-21 13:55:33.578802,78.66,138,56.83,3.38,0,baixo
1437,3,2,temperatura,2025-08-21 14:25:33.578802,78.92,138,60.34,3.407,0,medio
1438,3,2,temperatura,2025-08-21 14:55:33.578802,79.88,138,58.93,3.385,0,medio
1439,3,2,temperatura,2025-08-21 15:25:33.578802,80.37,141,58.01,4.239,0,medio
1440,3,2,temperatura,2025-08-21 15:55:33.578802,81.3,143,56.02,3.729,0,medio
1441,3,2,temperatura,2025-08-21 16:25:33.578802,82.13,144,55.18,3.771,0,medio
1442,3,2,temperatura,2025-08-21 16:55:33.578802,82.93,147,58.43,3.418,0,medio
1443,3,2,temperatura,2025-08-21 17:25:33.578802,83.61,147,58.39,3.748,0,medio
1444,3,2,temperatura,2025-08-21 17:55:33.578802,84.32,149,56.28,3.58,0,medio
1445,3,2,temperatura,2025-08-21 18:25:33.578802,85.03,149,56.94,3.452,0,medio
1446,3,2,temperatura,2025-08-21 18:55:33.578802,85.73,149,55.82,4.141,0,medio
1447,3,2,temperatura,2025-08-21 19:25:33.578802,86.37,150,53.27,3.814,0,medio
1448,3,2,temperatura,2025-08-21 19:55:33.578802,87.36,151,54.45,3.819,0,medio
1449,3,2,temperatura,2025-08-21 20:25:33.578802,88.15,152,58.86,3.459,0,medio
1450,3,2,temperatura,2025-08-21 20:55:33.578802,88.97,152,59.79,3.397,0,medio
1451,3,2,temperatura,2025-08-21 21:25:33.578802,89.87,153,60.2,3.716,0,medio
1452,3,2,temperatura,2025-08-21 21:55:33.578802,90.24,153,59.79,3.593,0,medio
1453,3,2,temperatura,2025-08-21 22:25:33.578802,90.51,153,62.07,3.893,0,medio
1454,3,2,temperatura,2025-08-21 22:55:33.578802,91.09,153,61.0,3.919,0,medio
1455,3,2,temperatura,2025-08-21 23:25:33.578802,91.7,155,63.27,3.779,0,medio
1456,3,2,temperatura,2025-08-21 23:55:33.578802,92.57,157,62.86,3.988,0,medio
1457,3,2,temperatura,2025-08-22 00:25:33.578802,93.12,159,62.4,3.843,0,medio
1458,3,2,temperatura,2025-08-22 00:55:33.578802,93.78,159,66.91,3.586,0,medio
1459,3,2,temperatura,2025-08-22 01:25:33.578802,94.4,159,68.66,3.764,0,medio
1460,3,2,temperatura,2025-08-22 01:55:33.578802,94.63,159,71.78,3.851,0,medio
1461,3,2,temperatura,2025-08-22 02:25:33.578802,95.32,161,68.71,4.065,0,medio
1462,3,2,temperatura,2025-08-22 02:55:33.578802,96.19,164,67.19,3.909,0,medio
1463,3,2,temperatura,2025-08-22 03:25:33.578802,96.51,165,69.2,3.717,0,medio
1464,3,2,temperatura,2025-08-22 03:55:33.578802,97.19,165,70.17,4.112,0,medio
1465,3,2,temperatura,2025-08-22 04:25:33.578802,97.86,165,71.19,3.976,0,medio
1466,3,2,temperatura,2025-08-22 04:55:33.578802,98.19,167,72.14,4.277,0,medio
1467,3,2,temperatura,2025-08-22 05:25:33.578802,98.49,169,72.19,3.922,0,medio
1468,3,2,temperatura,2025-08-22 05:55:33.578802,99.48,169,73.06,3.655,0,medio
1469,3,2,temperatura,2025-08-22 06:25:33.578802,99.99,171,71.99,4.222,0,medio
1470,3,2,temperatura,2025-08-22 06:55:33.578802,100.37,173,67.47,3.794,0,medio
1471,3,2,temperatura,2025-08-22 07:25:33.578802,100.71,173,71.58,4.017,0,medio
1472,3,2,temperatura,2025-08-22 07:55:33.578802,101.44,173,70.91,4.001,0,medio
1473,3,2,temperatura,2025-08-22 08:25:33.578802,102.13,174,71.2,3.978,1,medio
1474,3,2,temperatura,2025-08-22 08:55:33.578802,102.85,176,68.92,3.94,0,medio
1475,3,2,temperatura,2025-08-22 09:25:33.578802,103.12,179,69.22,3.581,0,medio
1476,3,2,temperatura,2025-08-22 09:55:33.578802,104.03,182,69.0,3.765,0,medio
1477,3,2,temperatura,2025-08-22 10:25:33.578802,104.54,183,66.8,4.306,0,medio
1478,3,2,temperatura,2025-08-22 10:55:33.578802,104.99,183,67.34,4.14,0,medio
1479,3,2,temperatura,2025-08-22 11:25:33.578802,105.56,185,65.25,4.523,0,medio
1480,3,2,temperatura,2025-08-22 11:55:33.578802,106.08,187,64.39,3.799,0,medio
1481,3,2,temperatura,2025-08-22 12:25:33.578802,106.97,188,57.83,4.067,0,medio
1482,3,2,temperatura,2025-08-22 12:55:33.578802,107.91,189,60.03,4.382,0,medio
1483,3,2,temperatura,2025-08-22 13:25:33.578802,108.35,192,59.06,3.964,0,medio
1484,3,2,temperatura,2025-08-22 13:55:33.578802,109.24,192,60.59,3.997,0,medio
1485,3,2,temperatura,2025-08-22 14:25:33.578802,110.07,193,61.63,4.06,0,medio
1486,3,2,temperatura,2025-08-22 14:55:33.578802,111.01,193,58.36,4.036,0,medio
1487,3,2,temperatura,2025-08-22 15:25:33.578802,111.41,194,59.41,4.289,0,medio
1488,3,2,temperatura,2025-08-22 15:55:33.578802,112.07,194,58.47,3.721,0,medio
1489,3,2,temperatura,2025-08-22 16:25:33.578802,112.49,195,57.08,4.586,1,medio
1490,3,2,temperatura,2025-08-22 16:55:33.578802,113.35,197,57.54,3.953,0,medio
1491,3,2,temperatura,2025-08-22 17:25:33.578802,113.56,199,56.74,3.672,0,medio
1492,3,2,temperatura,2025-08-22 17:55:33.578802,114.21,199,55.97,4.208,0,medio
1493,3,2,temperatura,2025-08-22 18:25:33.578802,114.68,201,57.0,4.128,0,medio
1494,3,2,temperatura,2025-08-22 18:55:33.578802,115.14,204,59.1,4.193,0,medio
1495,3,2,temperatura,2025-08-22 19:25:33.578802,115.85,204,57.69,4.326,0,medio
1496,3,2,temperatura,2025-08-22 19:55:33.578802,116.73,205,57.7,4.425,0,medio
1497,3,2,temperatura,2025-08-22 20:25:33.578802,117.42,209,56.33,4.705,0,medio
1498,3,2,temperatura,2025-08-22 20:55:33.578802,118.3,210,61.16,4.127,0,medio
1499,3,2,temperatura,2025-08-22 21:25:33.578802,118.72,213,56.87,4.507,0,medio
1500,3,2,temperatura,2025-08-22 21:55:33.578802,119.33,215,57.22,4.505,0,medio
1501,3,2,temperatura,2025-08-22 22:25:33.578802,119.89,217,61.91,3.681,0,medio
1502,3,2,temperatura,2025-08-22 22:55:33.578802,120.1,219,60.66,4.141,0,alto
1503,3,2,temperatura,2025-08-22 23:25:33.578802,120.75,220,65.25,4.039,0,alto
1504,3,2,temperatura,2025-08-22 23:55:33.578802,121.48,220,61.32,4.484,0,alto
1505,3,2,temperatura,2025-08-23 00:25:33.578802,122.15,221,67.15,4.469,0,alto
1506,3,2,temperatura,2025-08-23 00:55:33.578802,122.94,225,67.97,4.496,0,alto
1507,3,2,temperatura,2025-08-23 01:25:33.578802,123.6,226,67.72,4.343,0,alto
1508,3,2,temperatura,2025-08-23 01:55:33.578802,123.85,228,64.7,4.377,0,alto
1509,3,2,temperatura,2025-08-23 02:25:33.578802,124.14,229,66.27,4.427,0,alto
1510,3,2,temperatura,2025-08-23 02:55:33.578802,124.82,231,70.63,4.35,0,alto
1511,3,2,temperatura,2025-08-23 03:25:33.578802,125.24,233,70.51,4.655,0,alto
1512,3,2,temperatura,2025-08-23 03:55:33.578802,125.5,233,72.85,4.198,0,alto
1513,3,2,temperatura,2025-08-23 04:25:33.578802,126.05,234,71.92,4.28,0,alto
1514,3,2,temperatura,2025-08-23 04:55:33.578802,126.69,234,72.14,4.516,0,alto
1515,3,2,temperatura,2025-08-23 05:25:33.578802,127.15,238,68.31,4.41,0,alto
1516,3,2,temperatura,2025-08-23 05:55:33.578802,127.93,238,74.27,4.237,0,alto
1517,3,2,temperatura,2025-08-23 06:25:33.578802,128.64,239,71.6,4.66,0,alto
1518,3,2,temperatura,2025-08-23 06:55:33.578802,129.11,240,71.89,4.394,0,alto
1519,3,2,temperatura,2025-08-23 07:25:33.578802,129.91,240,70.39,4.338,0,alto
1520,3,2,temperatura,2025-08-23 07:55:33.578802,130.63,241,69.12,4.518,0,alto
1521,3,2,temperatura,2025-08-23 08:25:33.578802,131.34,241,74.01,4.349,0,alto
1522,3,2,temperatura,2025-08-23 08:55:33.578802,131.99,242,72.14,4.576,0,alto
1523,3,2,temperatura,2025-08-23 09:25:33.578802,132.2,242,71.4,4.498,0,alto
1524,3,2,temperatura,2025-08-23 09:55:33.578802,132.95,243,68.72,4.474,0,alto
1525,3,2,temperatura,2025-08-23 10:25:33.578802,133.45,244,65.07,4.485,0,alto
1526,3,2,temperatura,2025-08-23 10:55:33.578802,134.41,245,71.03,4.878,0,alto
1527,3,2,temperatura,2025-08-23 11:25:33.578802,135.26,246,67.02,4.736,0,alto
1528,3,2,temperatura,2025-08-23 11:55:33.578802,135.93,249,65.49,4.234,0,alto
1529,3,2,temperatura,2025-08-23 12:25:33.578802,136.33,249,63.57,4.888,0,alto
1530,3,2,temperatura,2025-08-23 12:55:33.578802,136.7,250,59.52,4.805,0,alto
1531,3,2,temperatura,2025-08-23 13:25:33.578802,137.17,253,64.28,4.804,0,alto
1532,3,2,temperatura,2025-08-23 13:55:33.578802,137.75,256,59.4,4.928,1,alto
1533,3,2,temperatura,2025-08-23 14:25:33.578802,138.19,256,61.42,4.717,0,alto
1534,3,2,temperatura,2025-08-23 14:55:33.578802,138.8,257,61.05,4.88,0,alto
1535,3,2,temperatura,2025-08-23 15:25:33.578802,139.13,259,59.57,4.618,1,alto
1536,3,2,temperatura,2025-08-23 15:55:33.578802,140.11,260,59.25,4.964,0,alto
1537,3,2,temperatura,2025-08-23 16:25:33.578802,140.4,260,60.35,4.811,1,alto
1538,3,2,temperatura,2025-08-23 16:55:33.578802,141.35,260,56.17,4.426,0,alto
1539,3,2,temperatura,2025-08-23 17:25:33.578802,142.28,261,57.7,5.046,0,alto
1540,3,2,temperatura,2025-08-23 17:55:33.578802,142.9,261,56.93,4.764,0,alto
1541,3,2,temperatura,2025-08-23 18:25:33.578802,143.68,262,54.09,4.743,0,alto
1542,3,2,temperatura,2025-08-23 18:55:33.578802,144.23,263,58.12,4.71,0,alto
1543,3,2,temperatura,2025-08-23 19:25:33.578802,144.93,263,60.2,4.739,0,alto
1544,3,2,temperatura,2025-08-23 19:55:33.578802,145.4,263,60.88,4.896,0,alto
1545,3,2,temperatura,2025-08-23 20:25:33.578802,145.84,264,62.32,4.601,0,alto
1546,3,2,temperatura,2025-08-23 20:55:33.578802,146.51,267,56.49,4.473,0,alto
1547,3,2,temperatura,2025-08-23 21:25:33.578802,147.1,267,63.41,4.608,0,alto
1548,3,2,temperatura,2025-08-23 21:55:33.578802,147.77,271,61.7,4.989,0,alto
1549,3,2,temperatura,2025-08-23 22:25:33.578802,148.2,271,65.19,4.86,0,alto
1550,3,2,temperatura,2025-08-23 22:55:33.578802,148.69,271,62.6,5.186,0,alto
1551,3,2,temperatura,2025-08-23 23:25:33.578802,148.96,271,63.38,4.896,0,alto
1552,3,2,temperatura,2025-08-23 23:55:33.578802,149.2,272,63.2,5.129,0,alto
1553,3,2,temperatura,2025-08-24 00:25:33.578802,149.6,274,67.85,4.756,0,alto
1554,3,2,temperatura,2025-08-24 00:55:33.578802,149.86,276,68.43,4.829,0,alto
1555,3,2,temperatura,2025-08-24 01:25:33.578802,150.14,276,66.5,4.945,0,alto
1556,3,2,temperatura,2025-08-24 01:55:33.578802,150.99,277,65.59,4.921,0,alto
1557,3,2,temperatura,2025-08-24 02:25:33.578802,151.23,277,71.12,4.901,0,alto
1558,3,2,temperatura,2025-08-24 02:55:33.578802,151.95,278,72.16,4.756,0,alto
1559,3,2,temperatura,2025-08-24 03:25:33.578802,152.37,279,70.15,4.587,0,alto
1560,3,2,temperatura,2025-08-24 03:55:33.578802,153.27,281,70.42,5.159,0,alto
1561,3,2,temperatura,2025-08-24 04:25:33.578802,153.86,281,74.24,5.14,0,alto
1562,3,2,temperatura,2025-08-24 04:55:33.578802,154.3,281,76.77,4.864,1,alto
1563,3,2,temperatura,2025-08-24 05:25:33.578802,154.91,282,72.79,5.123,0,alto
1564,3,2,temperatura,2025-08-24 05:55:33.578802,155.42,284,72.21,5.0,0,alto
1565,3,2,temperatura,2025-08-24 06:25:33.578802,156.07,286,74.32,5.333,0,alto
1566,3,2,temperatura,2025-08-24 06:55:33.578802,156.36,287,74.75,4.735,1,alto
1567,3,2,temperatura,2025-08-24 07:25:33.578802,157.36,289,72.68,5.051,0,alto
1568,3,2,temperatura,2025-08-24 07:55:33.578802,157.9,290,76.56,5.042,0,alto
1569,3,2,temperatura,2025-08-24 08:25:33.578802,158.38,290,73.99,5.141,1,alto
1570,3,2,temperatura,2025-08-24 08:55:33.578802,159.15,292,71.04,5.502,0,alto
1571,3,2,temperatura,2025-08-24 09:25:33.578802,159.64,293,68.1,5.096,0,alto
1572,3,2,temperatura,2025-08-24 09:55:33.578802,160.51,296,72.52,5.333,0,alto
1573,3,2,temperatura,2025-08-24 10:25:33.578802,161.07,297,71.39,5.122,0,alto
1574,3,2,temperatura,2025-08-24 10:55:33.578802,161.85,298,67.74,5.44,0,alto
1575,3,2,temperatura,2025-08-24 11:25:33.578802,162.13,300,67.91,5.37,0,alto
1576,3,2,temperatura,2025-08-24 11:55:33.578802,163.01,300,65.99,5.112,0,alto
1577,3,2,temperatura,2025-08-24 12:25:33.578802,163.8,300,66.18,5.106,0,alto
1578,3,2,temperatura,2025-08-24 12:55:33.578802,164.17,302,62.39,5.339,0,alto
1579,3,2,temperatura,2025-08-24 13:25:33.578802,164.48,304,61.15,5.063,0,alto
1580,3,2,temperatura,2025-08-24 13:55:33.578802,164.94,307,63.79,5.289,0,alto
1581,3,2,temperatura,2025-08-24 14:25:33.578802,165.92,307,63.16,5.167,0,alto
1582,3,2,temperatura,2025-08-24 14:55:33.578802,166.32,308,59.81,5.357,0,alto
1583,3,2,temperatura,2025-08-24 15:25:33.578802,166.89,308,58.65,5.233,0,alto
1584,3,2,temperatura,2025-08-24 15:55:33.578802,167.11,309,61.48,5.106,0,alto
1585,3,2,temperatura,2025-08-24 16:25:33.578802,167.63,310,57.66,5.566,0,alto
1586,3,2,temperatura,2025-08-24 16:55:33.578802,168.29,314,58.72,5.369,0,alto
1587,3,2,temperatura,2025-08-24 17:25:33.578802,169.25,316,58.31,5.315,0,alto
1588,3,2,temperatura,2025-08-24 17:55:33.578802,169.86,316,55.72,5.443,0,alto
1589,3,2,temperatura,2025-08-24 18:25:33.578802,170.72,316,58.78,4.933,0,alto
1590,3,2,temperatura,2025-08-24 18:55:33.578802,171.35,316,58.8,5.883,0,alto
1591,3,2,temperatura,2025-08-24 19:25:33.578802,171.59,316,59.6,5.37,0,alto
1592,3,2,temperatura,2025-08-24 19:55:33.578802,172.04,316,59.7,4.88,0,alto
1593,3,2,temperatura,2025-08-24 20:25:33.578802,172.7,316,63.84,5.68,0,alto
1594,3,2,temperatura,2025-08-24 20:55:33.578802,173.66,316,62.79,5.207,0,alto
1595,3,2,temperatura,2025-08-24 21:25:33.578802,174.55,317,61.57,5.672,0,alto
1596,3,2,temperatura,2025-08-24 21:55:33.578802,174.93,318,62.6,5.449,0,alto
1597,3,2,temperatura,2025-08-24 22:25:33.578802,175.31,322,66.5,5.042,0,alto
1598,3,2,temperatura,2025-08-24 22:55:33.578802,175.67,326,65.89,5.515,0,alto
1599,3,2,temperatura,2025-08-24 23:25:33.578802,176.6,327,63.18,5.513,0,alto
1600,3,2,temperatura,2025-08-24 23:55:33.578802,177.49,328,68.17,5.77,0,alto
1601,3,2,temperatura,2025-08-25 00:25:33.578802,178.31,329,69.77,5.628,0,alto
